index,problem_id,difficulty,ground_truth,cot_obj,cot_pass_1e6,l1_obj,l1_pass_1e6,l2_obj,l2_pass_1e6,final_obj,final_pass_1e6,runtime_s,prompt_tokens,completion_tokens,total_tokens
0,0,,57.0,53.89647542279121,False,53.89647542279121,False,53.89647542279121,False,53.89647542279121,False,22.762,4627,1997,6624
1,1,,72.0,71.07142857142857,False,71.07142857142857,False,71.07142857142857,False,71.07142857142857,False,21.816,4362,2005,6367
2,2,,32.0,31.50877192982456,False,31.50877192982456,False,31.50877192982456,False,31.50877192982456,False,22.655,4420,2014,6434
3,3,,22.0,19.705179282868528,False,19.705179282868528,False,19.705179282868528,False,19.705179282868528,False,22.696,4498,2045,6543
4,4,,29.0,27.02915838303512,False,27.02915838303512,False,27.02915838303512,False,27.02915838303512,False,22.583,4681,1995,6676
5,5,,26.0,24.035087719298247,False,24.035087719298247,False,24.035087719298247,False,24.035087719298247,False,23.480,4903,2058,6961
6,6,,13.0,13.0,True,13.0,True,13.0,True,13.0,True,21.889,4439,1972,6411
7,7,,10.0,9.7,False,9.7,False,9.7,False,9.7,False,22.022,4580,1984,6564
8,8,,18.0,18.0,True,18.0,True,18.0,True,18.0,True,22.944,4882,1957,6839
9,9,,9.0,9.0,True,9.0,True,9.0,True,9.0,True,23.049,4656,1982,6638
10,10,,18.0,17.397670549084857,False,17.397670549084857,False,17.397670549084857,False,17.397670549084857,False,25.411,4719,2761,7480
11,11,,49.0,49.0,True,49.0,True,49.0,True,49.0,True,22.807,4401,2059,6460
12,12,,27.0,25.356521739130432,False,25.356521739130432,False,25.356521739130432,False,25.356521739130432,False,21.309,4400,1979,6379
13,13,,14.0,14.0,True,14.0,True,14.0,True,14.0,True,23.733,4637,2359,6996
14,14,,40.0,40.0,True,40.0,True,40.0,True,40.0,True,22.622,4778,1999,6777
15,15,,18.0,17.246666666666666,False,17.246666666666666,False,17.246666666666666,False,17.246666666666666,False,23.422,4621,2080,6701
