index,problem_id,difficulty,ground_truth,cot_obj,cot_pass_1e4,cot_pass_1e2,l1_obj,l1_pass_1e4,l1_pass_1e2,l2_obj,l2_pass_1e4,l2_pass_1e2,final_obj,final_pass_1e4,final_pass_1e2,runtime_s,prompt_tokens,completion_tokens,total_tokens
0,0,,1006432.0,,False,False,1006431.9999999985,True,True,1006431.9999999985,True,True,1006431.999999998,True,True,306.085,110480,28815,139295
1,1,,1004271.5,,False,False,1031754.4999999952,False,False,1031754.4999999952,False,False,1031754.4999999973,False,False,248.272,72520,21672,94192
2,2,,1026462.5,,False,False,1026462.5000000006,True,True,1026462.5000000006,True,True,1026462.5000000006,True,True,276.893,67278,24032,91310
3,3,,1006574.5,,False,False,1047072.4999999999,False,False,1047072.4999999999,False,False,1047072.4999999999,False,False,310.745,82612,28187,110799
4,4,,1006442.5,,False,False,1006442.4999999993,True,True,1006442.4999999993,True,True,1006459.7499999994,True,True,268.975,86946,23904,110850
5,5,,378951.5,378951.50000000076,True,True,378951.50000000076,True,True,378951.50000000076,True,True,378951.50000000076,True,True,135.948,32257,11559,43816
6,6,,379803.0,,False,False,379803.0000000007,True,True,379803.0000000007,True,True,379825.75000000035,True,True,284.114,73035,26950,99985
7,7,,391558.5,391558.4999999996,True,True,391558.4999999996,True,True,391558.4999999996,True,True,391558.5000000001,True,True,190.310,55574,16813,72387
8,8,,370433.5,,False,False,370433.4999999996,True,True,370433.4999999996,True,True,370433.4999999996,True,True,209.511,56318,19604,75922
9,9,,371353.0,,False,False,396140.99999999994,False,False,396140.99999999994,False,False,396140.9999999996,False,False,290.405,82845,28301,111146
10,10,,378951.5,378951.5000000005,True,True,378951.5000000005,True,True,378951.5000000005,True,True,378951.5000000005,True,True,123.652,32739,9852,42591
11,11,,367896.0,,False,False,367895.9999999998,True,True,367895.9999999998,True,True,367895.9999999998,True,True,240.268,58504,23757,82261
12,12,,379063.0,,False,False,405993.99999999924,False,False,405993.99999999924,False,False,405993.99999999924,False,False,228.020,59127,22727,81854
13,13,,377421.5,,False,False,377421.4999999997,True,True,377421.4999999997,True,True,377421.4999999997,True,True,196.152,50050,18446,68496
14,14,,385802.5,,False,False,406111.50000000035,False,False,406111.50000000035,False,False,406111.50000000035,False,False,235.888,58992,22352,81344
15,15,,502325.0,502325.0,True,True,502325.0,True,True,502325.0,True,True,502325.0,True,True,171.206,42133,15806,57939
16,16,,516420.0,458630.0,False,False,458630.0,False,False,458630.0,False,False,458630.0,False,False,195.036,43405,18507,61912
17,17,,512565.0,,False,False,512565.0,True,True,512565.0,True,True,512565.0,True,True,227.233,58284,21913,80197
18,18,,480555.0,,False,False,480555.0,True,True,480555.0,True,True,480555.0,True,True,234.061,58990,22687,81677
19,19,,539060.0,563240.0,False,False,563240.0,False,False,563240.0,False,False,563240.0,False,False,179.362,43903,16747,60650
20,20,,362918.5,228251.00000000012,False,False,228251.00000000012,False,False,228251.00000000012,False,False,228251.00000000012,False,False,190.695,43637,16599,60236
21,21,,367019.0,,False,False,301850.0,False,False,301850.0,False,False,260688.9999999998,False,False,255.850,60164,24803,84967
22,22,,352674.0,,False,False,352673.99999999994,True,True,352673.99999999994,True,True,352673.99999999994,True,True,308.508,78497,30702,109199
23,23,,355445.5,,False,False,259689.00000000076,False,False,259689.00000000076,False,False,259689.00000000076,False,False,258.158,59947,24537,84484
24,24,,367405.0,230224.00000000073,False,False,230224.00000000073,False,False,230224.00000000073,False,False,230224.00000000073,False,False,174.002,43805,16181,59986
